date,chemical,ccg_name,ccg_ods,total_list_size,items,actual_cost
2017-12-01,Edoxaban,NHS Kent and Medway CCG,91Q,1878602,113,5854.44
2017-12-01,Edoxaban,NHS Surrey Heartlands CCG,92A,1085556,993,53870
2017-12-01,Edoxaban,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",92G,931351,523,18394.33
2017-12-01,Edoxaban,NHS North Central London CCG,93C,1611865,194,7555.61
2017-12-01,Edoxaban,NHS East Sussex CCG,97R,554694,33,1646.36
2017-12-01,Edoxaban,NHS Liverpool CCG,99A,531647,234,10741.88
2017-12-01,Edoxaban,NHS North Tyneside CCG,99C,218876,26,1340.75
2017-12-01,Edoxaban,NHS Basildon and Brentwood CCG,99E,278167,62,3831.06
2017-12-01,Edoxaban,NHS Castle Point and Rochford CCG,99F,184792,24,1414.8
2017-12-01,Edoxaban,NHS Southend CCG,99G,188183,4,181.68
2017-12-01,Edoxaban,NHS North East London CCG,A3A8R,2166214,459,20851
2017-12-01,Edoxaban,NHS Coventry and Warwickshire CCG,B2M3M,989209,103,4339.14
2017-12-01,Edoxaban,NHS Black Country and West Birmingham CCG,D2P2L,1458063,198,10938.33
2017-12-01,Edoxaban,NHS Frimley CCG,D4U1Y,782100,96,5597.77
2017-12-01,Edoxaban,"NHS Hampshire, Southampton and Isle of Wight CCG",D9Y0V,1638850,636,31067.96
2017-12-01,Edoxaban,"NHS Bedfordshire, Luton and Milton Keynes CCG",M1J4Y,1003232,577,27589.52
2017-12-01,Edoxaban,"NHS Shropshire, Telford and Wrekin CCG",M2L0M,494665,5,227.06
2017-12-01,Edoxaban,NHS North West London CCG,W2U3Z,2407802,87,3693.95
2017-12-01,Edoxaban,NHS Kirklees CCG,X2C4Y,441631,52,2181.96
2018-01-01,Edoxaban,NHS Northumberland CCG,00L,324860,18,1171.39
2018-01-01,Edoxaban,NHS South Tyneside CCG,00N,156910,5,91.29
2018-01-01,Edoxaban,NHS Sunderland CCG,00P,284157,65,1843.93
2018-01-01,Edoxaban,NHS Blackburn with Darwen CCG,00Q,174629,48,2225.98
2018-01-01,Edoxaban,NHS Blackpool CCG,00R,173178,125,4852.36
2018-01-01,Edoxaban,NHS Bolton CCG,00T,308551,31,1737.64
2018-01-01,Edoxaban,NHS Bury CCG,00V,203607,10,457.63
2018-01-01,Edoxaban,NHS Chorley and South Ribble CCG,00X,183128,18,806.67
2018-01-01,Edoxaban,NHS Oldham CCG,00Y,254391,9,499.7
2018-01-01,Edoxaban,NHS East Lancashire CCG,01A,381248,105,4770.44
2018-01-01,Edoxaban,"NHS Heywood, Middleton and Rochdale CCG",01D,232770,3,136.29
2018-01-01,Edoxaban,NHS Greater Preston CCG,01E,209068,15,999.34
2018-01-01,Edoxaban,NHS Halton CCG,01F,131044,69,3166.12
2018-01-01,Edoxaban,NHS Salford CCG,01G,271714,11,590.55
2018-01-01,Edoxaban,NHS North Cumbria CCG,01H,323896,56,2589.38
2018-01-01,Edoxaban,NHS Knowsley CCG,01J,164648,124,5701.92
2018-01-01,Edoxaban,NHS Morecambe Bay CCG,01K,345770,45,2226.24
2018-01-01,Edoxaban,NHS South Sefton CCG,01T,154662,101,4727.86
2018-01-01,Edoxaban,NHS Southport and Formby CCG,01V,124887,38,1534.26
2018-01-01,Edoxaban,NHS Stockport CCG,01W,311405,70,3136.16
2018-01-01,Edoxaban,NHS St Helens CCG,01X,197425,180,8568.53
2018-01-01,Edoxaban,NHS Tameside and Glossop CCG,01Y,247520,11,567.95
2018-01-01,Edoxaban,NHS Trafford CCG,02A,241541,49,1626.52
2018-01-01,Edoxaban,NHS Warrington CCG,02E,217852,68,3305.13
2018-01-01,Edoxaban,NHS West Lancashire CCG,02G,113780,42,2021.73
2018-01-01,Edoxaban,NHS Wigan Borough CCG,02H,327127,424,21926.72
2018-01-01,Edoxaban,NHS Fylde and Wyre CCG,02M,177627,165,7331.67
2018-01-01,Edoxaban,NHS Bassetlaw CCG,02Q,117024,4,159.11
2018-01-01,Edoxaban,NHS Calderdale CCG,02T,220263,12,545.16
2018-01-01,Edoxaban,NHS Doncaster CCG,02X,319920,3,136.29
2018-01-01,Edoxaban,NHS East Riding of Yorkshire CCG,02Y,303763,19,865.23
2018-01-01,Edoxaban,NHS Hull CCG,03F,298444,8,342.45
2018-01-01,Edoxaban,NHS North East Lincolnshire CCG,03H,169445,21,523.95
2018-01-01,Edoxaban,NHS North Lincolnshire CCG,03K,174192,108,4259.06
2018-01-01,Edoxaban,NHS Rotherham CCG,03L,262655,1,45.43
2018-01-01,Edoxaban,NHS Sheffield CCG,03N,600978,12,590.56
2018-01-01,Edoxaban,NHS Vale of York CCG,03Q,356461,57,2020.21
2018-01-01,Edoxaban,NHS Wakefield CCG,03R,372350,127,6651.18
2018-01-01,Edoxaban,NHS East Leicestershire and Rutland CCG,03W,328181,28,1340.16
2018-01-01,Edoxaban,NHS Leicester City CCG,04C,407340,19,727.31
2018-01-01,Edoxaban,NHS West Leicestershire CCG,04V,391801,29,1119.38
2018-01-01,Edoxaban,NHS Cannock Chase CCG,04Y,132887,31,1726.57
2018-01-01,Edoxaban,NHS East Staffordshire CCG,05D,141538,36,1193.67
2018-01-01,Edoxaban,NHS North Staffordshire CCG,05G,218221,58,2907.28
2018-01-01,Edoxaban,NHS South East Staffordshire and Seisdon Peninsula CCG,05Q,212119,98,3729.28
2018-01-01,Edoxaban,NHS Stafford and Surrounds CCG,05V,148798,33,1261.56
2018-01-01,Edoxaban,NHS Stoke on Trent CCG,05W,290741,75,3906.73
2018-01-01,Edoxaban,NHS Cambridgeshire and Peterborough CCG,06H,963950,723,29999.37
2018-01-01,Edoxaban,NHS East and North Hertfordshire CCG,06K,596835,183,6152.05
2018-01-01,Edoxaban,NHS Ipswich and East Suffolk CCG,06L,406730,8,545.05
2018-01-01,Edoxaban,NHS Herts Valleys CCG,06N,644043,161,7984.73
2018-01-01,Edoxaban,NHS Mid Essex CCG,06Q,390618,63,2398.17
2018-01-01,Edoxaban,NHS North East Essex CCG,06T,351514,114,5076.82
2018-01-01,Edoxaban,NHS Thurrock CCG,07G,175777,49,1682.56
2018-01-01,Edoxaban,NHS West Essex CCG,07H,311808,137,5854.22
2018-01-01,Edoxaban,NHS West Suffolk CCG,07K,250344,103,4678.11
2018-01-01,Edoxaban,NHS Brighton and Hove CCG,09D,317171,6,317.99
2018-01-01,Edoxaban,NHS Oxfordshire CCG,10Q,742391,35,1749.47
2018-01-01,Edoxaban,NHS Portsmouth CCG,10R,230150,43,1297.47
2018-01-01,Edoxaban,NHS Dorset CCG,11J,800734,380,18366.18
2018-01-01,Edoxaban,NHS Gloucestershire CCG,11M,645176,42,1164.33
2018-01-01,Edoxaban,NHS Kernow CCG,11N,574449,66,2615.7
2018-01-01,Edoxaban,NHS Somerset CCG,11X,573529,218,9166.9
2018-01-01,Edoxaban,NHS Wirral CCG,12F,336094,99,4785.04
2018-01-01,Edoxaban,NHS Newcastle Gateshead CCG,13T,525754,56,1435.08
2018-01-01,Edoxaban,NHS Manchester CCG,14L,639111,32,989.71
2018-01-01,Edoxaban,NHS Buckinghamshire CCG,14Y,557547,612,29049.39
2018-01-01,Edoxaban,NHS Berkshire West CCG,15A,542974,70,3770.21
2018-01-01,Edoxaban,"NHS Bristol, North Somerset and South Gloucestershire CCG",15C,1004839,134,4299.18
2018-01-01,Edoxaban,NHS Birmingham and Solihull CCG,15E,1309503,398,20389.06
2018-01-01,Edoxaban,NHS Leeds CCG,15F,878821,586,25251.37
2018-01-01,Edoxaban,NHS Derby and Derbyshire CCG,15M,1048341,58,2072.97
2018-01-01,Edoxaban,NHS Devon CCG,15N,1223646,259,9761
2018-01-01,Edoxaban,NHS Tees Valley CCG,16C,700963,132,5342.19
2018-01-01,Edoxaban,NHS Herefordshire and Worcestershire CCG,18C,791531,147,3730.56
2018-01-01,Edoxaban,NHS Norfolk and Waveney CCG,26A,1051908,1795,72831.04
2018-01-01,Edoxaban,NHS Cheshire CCG,27D,763265,90,3964.64
2018-01-01,Edoxaban,NHS Bradford District and Craven CCG,36J,631125,154,6908.73
2018-01-01,Edoxaban,NHS South West London CCG,36L,1659570,355,12918.94
2018-01-01,Edoxaban,NHS North Yorkshire CCG,42D,427121,254,9677.74
2018-01-01,Edoxaban,NHS Nottingham and Nottinghamshire CCG,52R,1079886,85,3907.77
2018-01-01,Edoxaban,NHS West Sussex CCG,70F,886588,61,2949.01
2018-01-01,Edoxaban,NHS Lincolnshire CCG,71E,789793,297,10262.4
2018-01-01,Edoxaban,NHS South East London CCG,72Q,1953987,733,33458.92
2018-01-01,Edoxaban,NHS Northamptonshire CCG,78H,760699,51,1784.9
2018-01-01,Edoxaban,NHS County Durham CCG,84H,551775,24,1067.64
2018-01-01,Edoxaban,NHS Kent and Medway CCG,91Q,1879665,102,5341.47
2018-01-01,Edoxaban,NHS Surrey Heartlands CCG,92A,1086106,1149,65537.76
2018-01-01,Edoxaban,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",92G,932221,578,21337.68
2018-01-01,Edoxaban,NHS North Central London CCG,93C,1612735,203,7553.11
2018-01-01,Edoxaban,NHS East Sussex CCG,97R,554695,29,1408.64
2018-01-01,Edoxaban,NHS Liverpool CCG,99A,531777,268,12616.95
2018-01-01,Edoxaban,NHS North Tyneside CCG,99C,218878,32,1704.48
2018-01-01,Edoxaban,NHS Basildon and Brentwood CCG,99E,278158,69,3589.11
2018-01-01,Edoxaban,NHS Castle Point and Rochford CCG,99F,184841,31,1908.25
2018-01-01,Edoxaban,NHS Southend CCG,99G,188238,17,908.53
2018-01-01,Edoxaban,NHS North East London CCG,A3A8R,2166830,552,24332.11
2018-01-01,Edoxaban,NHS Coventry and Warwickshire CCG,B2M3M,989645,125,5486.89
2018-01-01,Edoxaban,NHS Black Country and West Birmingham CCG,D2P2L,1459201,234,12388.27
2018-01-01,Edoxaban,NHS Frimley CCG,D4U1Y,782163,118,5869.21
2018-01-01,Edoxaban,"NHS Hampshire, Southampton and Isle of Wight CCG",D9Y0V,1639006,686,32871.11
2018-01-01,Edoxaban,"NHS Bedfordshire, Luton and Milton Keynes CCG",M1J4Y,1003950,700,33798.65
2018-01-01,Edoxaban,"NHS Shropshire, Telford and Wrekin CCG",M2L0M,494946,5,227.13
2018-01-01,Edoxaban,NHS North West London CCG,W2U3Z,2414451,108,4717.98
2018-01-01,Edoxaban,NHS Kirklees CCG,X2C4Y,441748,74,3307.97
2018-02-01,Edoxaban,NHS Northumberland CCG,00L,324981,10,636.82
2018-02-01,Edoxaban,NHS South Tyneside CCG,00N,157023,7,273.36
2018-02-01,Edoxaban,NHS Sunderland CCG,00P,284001,58,1743.57
2018-02-01,Edoxaban,NHS Blackburn with Darwen CCG,00Q,174738,49,2365.45
2018-02-01,Edoxaban,NHS Blackpool CCG,00R,173129,120,4586.38
2018-02-01,Edoxaban,NHS Bolton CCG,00T,308819,25,1273.69
2018-02-01,Edoxaban,NHS Bury CCG,00V,203790,11,549.22
2018-02-01,Edoxaban,NHS Chorley and South Ribble CCG,00X,183344,17,898.5
2018-02-01,Edoxaban,NHS Oldham CCG,00Y,254785,9,409.41
2018-02-01,Edoxaban,NHS East Lancashire CCG,01A,381383,95,4640.32
2018-02-01,Edoxaban,"NHS Heywood, Middleton and Rochdale CCG",01D,232965,8,454.88
2018-02-01,Edoxaban,NHS Greater Preston CCG,01E,209181,7,363.91
2018-02-01,Edoxaban,NHS Halton CCG,01F,131065,71,3287.15
2018-02-01,Edoxaban,NHS Salford CCG,01G,272066,8,377.02
2018-02-01,Edoxaban,NHS North Cumbria CCG,01H,323893,54,2501.95
2018-02-01,Edoxaban,NHS Knowsley CCG,01J,164775,131,5959.71
2018-02-01,Edoxaban,NHS Morecambe Bay CCG,01K,345883,36,1683.45
2018-02-01,Edoxaban,NHS South Sefton CCG,01T,155005,108,5158.39
2018-02-01,Edoxaban,NHS Southport and Formby CCG,01V,124882,29,1296.98
2018-02-01,Edoxaban,NHS Stockport CCG,01W,311440,74,3129.63
2018-02-01,Edoxaban,NHS St Helens CCG,01X,197357,165,7647.98
2018-02-01,Edoxaban,NHS Tameside and Glossop CCG,01Y,247595,9,454.89
2018-02-01,Edoxaban,NHS Trafford CCG,02A,241590,41,1559.43
2018-02-01,Edoxaban,NHS Warrington CCG,02E,217873,64,3036.73
2018-02-01,Edoxaban,NHS West Lancashire CCG,02G,113758,37,1649.53
2018-02-01,Edoxaban,NHS Wigan Borough CCG,02H,327391,391,20528.77
2018-02-01,Edoxaban,NHS Fylde and Wyre CCG,02M,177507,143,6366.76
2018-02-01,Edoxaban,NHS Bassetlaw CCG,02Q,117161,4,181.96
2018-02-01,Edoxaban,NHS Calderdale CCG,02T,220435,13,636.85
2018-02-01,Edoxaban,NHS Doncaster CCG,02X,320130,4,272.92
2018-02-01,Edoxaban,NHS East Riding of Yorkshire CCG,02Y,303873,19,733.21
2018-02-01,Edoxaban,NHS Hull CCG,03F,298657,5,227.45
2018-02-01,Edoxaban,NHS North East Lincolnshire CCG,03H,169448,15,455.77
2018-02-01,Edoxaban,NHS North Lincolnshire CCG,03K,174274,100,4060.14
2018-02-01,Edoxaban,NHS Sheffield CCG,03N,600994,13,682.33
2018-02-01,Edoxaban,NHS Vale of York CCG,03Q,356811,56,1969.27
2018-02-01,Edoxaban,NHS Wakefield CCG,03R,372753,115,5511.71
2018-02-01,Edoxaban,NHS East Leicestershire and Rutland CCG,03W,328570,38,2001.42
2018-02-01,Edoxaban,NHS Leicester City CCG,04C,407783,26,876.67
2018-02-01,Edoxaban,NHS West Leicestershire CCG,04V,392158,31,1262.25
2018-02-01,Edoxaban,NHS Cannock Chase CCG,04Y,132961,26,1594.17
2018-02-01,Edoxaban,NHS East Staffordshire CCG,05D,141681,38,1297.63
2018-02-01,Edoxaban,NHS North Staffordshire CCG,05G,218225,52,2501.88
2018-02-01,Edoxaban,NHS South East Staffordshire and Seisdon Peninsula CCG,05Q,212230,75,3367.89
2018-02-01,Edoxaban,NHS Stafford and Surrounds CCG,05V,148947,22,865.02
2018-02-01,Edoxaban,NHS Stoke on Trent CCG,05W,290775,79,3980.38
2018-02-01,Edoxaban,NHS Cambridgeshire and Peterborough CCG,06H,965349,757,30824.39
2018-02-01,Edoxaban,NHS East and North Hertfordshire CCG,06K,597115,199,6377.76
2018-02-01,Edoxaban,NHS Ipswich and East Suffolk CCG,06L,407104,14,649.91
2018-02-01,Edoxaban,NHS Herts Valleys CCG,06N,644635,182,8100.07
2018-02-01,Edoxaban,NHS Mid Essex CCG,06Q,390840,60,2449.55
2018-02-01,Edoxaban,NHS North East Essex CCG,06T,351605,97,4457.91
2018-02-01,Edoxaban,NHS Thurrock CCG,07G,175842,60,1947.17
2018-02-01,Edoxaban,NHS West Essex CCG,07H,312231,130,5248.7
2018-02-01,Edoxaban,NHS West Suffolk CCG,07K,250489,118,5321.24
2018-02-01,Edoxaban,NHS Brighton and Hove CCG,09D,317414,3,136.47
2018-02-01,Edoxaban,NHS Oxfordshire CCG,10Q,743198,24,1160.57
2018-02-01,Edoxaban,NHS Portsmouth CCG,10R,230505,67,1892.78
2018-02-01,Edoxaban,NHS Dorset CCG,11J,800758,346,16289.22
2018-02-01,Edoxaban,NHS Gloucestershire CCG,11M,645859,47,1253.67
2018-02-01,Edoxaban,NHS Kernow CCG,11N,574443,50,2138.29
2018-02-01,Edoxaban,NHS Somerset CCG,11X,574082,248,10533.79
2018-02-01,Edoxaban,NHS Wirral CCG,12F,336079,109,5335.85
2018-02-01,Edoxaban,NHS Newcastle Gateshead CCG,13T,525760,44,1390.64
2018-02-01,Edoxaban,NHS Manchester CCG,14L,639771,49,1679.91
2018-02-01,Edoxaban,NHS Buckinghamshire CCG,14Y,558203,604,28319.64
2018-02-01,Edoxaban,NHS Berkshire West CCG,15A,543606,72,3848.67
2018-02-01,Edoxaban,"NHS Bristol, North Somerset and South Gloucestershire CCG",15C,1006175,181,4670.64
2018-02-01,Edoxaban,NHS Birmingham and Solihull CCG,15E,1309889,388,19304.17
2018-02-01,Edoxaban,NHS Leeds CCG,15F,879518,564,23200.66
2018-02-01,Edoxaban,NHS Derby and Derbyshire CCG,15M,1048581,63,2845.39
2018-02-01,Edoxaban,NHS Devon CCG,15N,1224350,216,8392.61
2018-02-01,Edoxaban,NHS Tees Valley CCG,16C,701240,122,5207.44
2018-02-01,Edoxaban,NHS Herefordshire and Worcestershire CCG,18C,792042,145,4140.03
2018-02-01,Edoxaban,NHS Norfolk and Waveney CCG,26A,1052334,1925,78120.12
2018-02-01,Edoxaban,NHS Cheshire CCG,27D,764084,89,4197.3
2018-02-01,Edoxaban,NHS Bradford District and Craven CCG,36J,631652,143,6070.6
2018-02-01,Edoxaban,NHS South West London CCG,36L,1662237,377,13057.95
2018-02-01,Edoxaban,NHS North Yorkshire CCG,42D,427191,246,10211.14
2018-02-01,Edoxaban,NHS Nottingham and Nottinghamshire CCG,52R,1080531,74,3173.56
2018-02-01,Edoxaban,NHS West Sussex CCG,70F,887381,81,3432.01
2018-02-01,Edoxaban,NHS Lincolnshire CCG,71E,790465,394,12882.81
2018-02-01,Edoxaban,NHS South East London CCG,72Q,1957007,767,36914.43
2018-02-01,Edoxaban,NHS Northamptonshire CCG,78H,762263,46,1752.55
2018-02-01,Edoxaban,NHS County Durham CCG,84H,551705,25,1091.73
2018-02-01,Edoxaban,NHS Kent and Medway CCG,91Q,1882108,97,5121.05
2018-02-01,Edoxaban,NHS Surrey Heartlands CCG,92A,1087040,1167,65740.02
2018-02-01,Edoxaban,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",92G,933568,576,22041.67
2018-02-01,Edoxaban,NHS North Central London CCG,93C,1615326,199,8164.46
2018-02-01,Edoxaban,NHS East Sussex CCG,97R,554754,31,1330.94
2018-02-01,Edoxaban,NHS Liverpool CCG,99A,531943,259,11504.79
2018-02-01,Edoxaban,NHS North Tyneside CCG,99C,218936,32,1138.94
2018-02-01,Edoxaban,NHS Basildon and Brentwood CCG,99E,278448,85,4697.16
2018-02-01,Edoxaban,NHS Castle Point and Rochford CCG,99F,184960,36,2417.77
2018-02-01,Edoxaban,NHS Southend CCG,99G,188292,11,500.39
2018-02-01,Edoxaban,NHS North East London CCG,A3A8R,2171285,538,20966.42
2018-02-01,Edoxaban,NHS Coventry and Warwickshire CCG,B2M3M,990623,122,5500.52
2018-02-01,Edoxaban,NHS Black Country and West Birmingham CCG,D2P2L,1460304,235,12360.93
2018-02-01,Edoxaban,NHS Frimley CCG,D4U1Y,782894,124,6427.41
2018-02-01,Edoxaban,"NHS Hampshire, Southampton and Isle of Wight CCG",D9Y0V,1639350,688,34822.87
2018-02-01,Edoxaban,"NHS Bedfordshire, Luton and Milton Keynes CCG",M1J4Y,1005248,763,35130.29
2018-02-01,Edoxaban,"NHS Shropshire, Telford and Wrekin CCG",M2L0M,495476,7,318.39
2018-02-01,Edoxaban,NHS North West London CCG,W2U3Z,2422002,104,4201.16
2018-02-01,Edoxaban,NHS Kirklees CCG,X2C4Y,442097,78,3096.97
2018-03-01,Edoxaban,NHS Northumberland CCG,00L,325148,24,1363.46
2018-03-01,Edoxaban,NHS South Tyneside CCG,00N,157031,7,227.68
2018-03-01,Edoxaban,NHS Sunderland CCG,00P,283946,71,1948.13
2018-03-01,Edoxaban,NHS Blackburn with Darwen CCG,00Q,174843,44,2136.24
2018-03-01,Edoxaban,NHS Blackpool CCG,00R,173168,140,5638.97
2018-03-01,Edoxaban,NHS Bolton CCG,00T,308824,33,1908.89
2018-03-01,Edoxaban,NHS Bury CCG,00V,203926,15,647.89
2018-03-01,Edoxaban,NHS Chorley and South Ribble CCG,00X,183396,27,1522.67
2018-03-01,Edoxaban,NHS Oldham CCG,00Y,255073,9,409.05
2018-03-01,Edoxaban,NHS East Lancashire CCG,01A,381483,127,5682.81
2018-03-01,Edoxaban,"NHS Heywood, Middleton and Rochdale CCG",01D,233125,6,272.71
2018-03-01,Edoxaban,NHS Greater Preston CCG,01E,209215,17,1045.35
2018-03-01,Edoxaban,NHS Halton CCG,01F,131112,88,4185.58
2018-03-01,Edoxaban,NHS Salford CCG,01G,272601,10,499.96
2018-03-01,Edoxaban,NHS North Cumbria CCG,01H,323812,65,2931.77
2018-03-01,Edoxaban,NHS Knowsley CCG,01J,164901,154,7023.17
2018-03-01,Edoxaban,NHS Morecambe Bay CCG,01K,345898,50,2273.35
2018-03-01,Edoxaban,NHS South Sefton CCG,01T,155162,114,5128.41
2018-03-01,Edoxaban,NHS Southport and Formby CCG,01V,124875,39,1716.45
2018-03-01,Edoxaban,NHS Stockport CCG,01W,311514,97,3949.46
2018-03-01,Edoxaban,NHS St Helens CCG,01X,197454,215,10237.32
2018-03-01,Edoxaban,NHS Tameside and Glossop CCG,01Y,247778,13,590.88
2018-03-01,Edoxaban,NHS Trafford CCG,02A,241684,54,1945.13
2018-03-01,Edoxaban,NHS Warrington CCG,02E,217979,81,4125.33
2018-03-01,Edoxaban,NHS West Lancashire CCG,02G,113776,51,2454.83
2018-03-01,Edoxaban,NHS Wigan Borough CCG,02H,327458,476,24158.39
2018-03-01,Edoxaban,NHS Fylde and Wyre CCG,02M,177410,198,8737.81
2018-03-01,Edoxaban,NHS Barnsley CCG,02P,260049,1,90.89
2018-03-01,Edoxaban,NHS Bassetlaw CCG,02Q,117218,4,181.81
2018-03-01,Edoxaban,NHS Calderdale CCG,02T,220429,15,727.22
2018-03-01,Edoxaban,NHS Doncaster CCG,02X,320222,4,227.24
2018-03-01,Edoxaban,NHS East Riding of Yorkshire CCG,02Y,303917,23,1050.74
2018-03-01,Edoxaban,NHS Hull CCG,03F,298991,4,181.8
2018-03-01,Edoxaban,NHS North East Lincolnshire CCG,03H,169463,22,773.56
2018-03-01,Edoxaban,NHS North Lincolnshire CCG,03K,174352,115,4625.74
2018-03-01,Edoxaban,NHS Sheffield CCG,03N,600831,23,1047.11
2018-03-01,Edoxaban,NHS Vale of York CCG,03Q,357062,61,2365.2
2018-03-01,Edoxaban,NHS Wakefield CCG,03R,373008,153,7694.15
2018-03-01,Edoxaban,NHS East Leicestershire and Rutland CCG,03W,328789,46,2215.96
2018-03-01,Edoxaban,NHS Leicester City CCG,04C,408463,25,909.9
2018-03-01,Edoxaban,NHS West Leicestershire CCG,04V,392508,30,1181.62
2018-03-01,Edoxaban,NHS Cannock Chase CCG,04Y,133011,37,1909.73
2018-03-01,Edoxaban,NHS East Staffordshire CCG,05D,141749,48,1773.63
2018-03-01,Edoxaban,NHS North Staffordshire CCG,05G,218182,80,4045.1
2018-03-01,Edoxaban,NHS South East Staffordshire and Seisdon Peninsula CCG,05Q,212248,99,4319.52
2018-03-01,Edoxaban,NHS Stafford and Surrounds CCG,05V,148997,36,1478.22
2018-03-01,Edoxaban,NHS Stoke on Trent CCG,05W,290681,89,4545.13
2018-03-01,Edoxaban,NHS Cambridgeshire and Peterborough CCG,06H,966263,924,37857.94
2018-03-01,Edoxaban,NHS East and North Hertfordshire CCG,06K,597504,186,6609.22
2018-03-01,Edoxaban,NHS Ipswich and East Suffolk CCG,06L,407215,14,636.29
2018-03-01,Edoxaban,NHS Herts Valleys CCG,06N,645229,184,8895.86
2018-03-01,Edoxaban,NHS Mid Essex CCG,06Q,391121,92,4025.58
2018-03-01,Edoxaban,NHS North East Essex CCG,06T,351778,125,5658.88
2018-03-01,Edoxaban,NHS Thurrock CCG,07G,175997,53,1910.69
2018-03-01,Edoxaban,NHS West Essex CCG,07H,312621,160,6876.32
2018-03-01,Edoxaban,NHS West Suffolk CCG,07K,250491,144,6501.75
2018-03-01,Edoxaban,NHS Brighton and Hove CCG,09D,317759,4,272.69
2018-03-01,Edoxaban,NHS Oxfordshire CCG,10Q,743576,36,1784.85
2018-03-01,Edoxaban,NHS Portsmouth CCG,10R,230567,65,1799.9
2018-03-01,Edoxaban,NHS Dorset CCG,11J,800980,442,20901.56
2018-03-01,Edoxaban,NHS Gloucestershire CCG,11M,646073,53,1276.56
2018-03-01,Edoxaban,NHS Kernow CCG,11N,574658,69,3239.15
2018-03-01,Edoxaban,NHS Somerset CCG,11X,574108,295,12886.68
2018-03-01,Edoxaban,NHS Wirral CCG,12F,336107,160,7599.83
2018-03-01,Edoxaban,NHS Newcastle Gateshead CCG,13T,525815,53,1367.44
2018-03-01,Edoxaban,NHS Manchester CCG,14L,640474,52,2119.59
2018-03-01,Edoxaban,NHS Buckinghamshire CCG,14Y,558550,673,33235.68
2018-03-01,Edoxaban,NHS Berkshire West CCG,15A,543431,88,4577.45
2018-03-01,Edoxaban,"NHS Bristol, North Somerset and South Gloucestershire CCG",15C,1007132,202,7138.91
2018-03-01,Edoxaban,NHS Birmingham and Solihull CCG,15E,1310267,453,23513.74
2018-03-01,Edoxaban,NHS Leeds CCG,15F,880044,664,27011.38
2018-03-01,Edoxaban,NHS Derby and Derbyshire CCG,15M,1048635,66,2886.75
2018-03-01,Edoxaban,NHS Devon CCG,15N,1224238,275,10266.77
2018-03-01,Edoxaban,NHS Tees Valley CCG,16C,701309,135,5957.93
2018-03-01,Edoxaban,NHS Herefordshire and Worcestershire CCG,18C,792303,157,3879.93
2018-03-01,Edoxaban,NHS Norfolk and Waveney CCG,26A,1052402,2366,97600.29
2018-03-01,Edoxaban,NHS Cheshire CCG,27D,764378,121,5608.04
2018-03-01,Edoxaban,NHS Bradford District and Craven CCG,36J,631915,165,6634.86
2018-03-01,Edoxaban,NHS South West London CCG,36L,1663461,416,15545.26
2018-03-01,Edoxaban,NHS North Yorkshire CCG,42D,427157,286,11423.09
2018-03-01,Edoxaban,NHS Nottingham and Nottinghamshire CCG,52R,1080888,95,4318.47
2018-03-01,Edoxaban,NHS West Sussex CCG,70F,888528,96,4354.1
2018-03-01,Edoxaban,NHS Lincolnshire CCG,71E,790724,491,16493.82
2018-03-01,Edoxaban,NHS South East London CCG,72Q,1957947,837,38182.19
2018-03-01,Edoxaban,NHS Northamptonshire CCG,78H,763131,60,2319.54
2018-03-01,Edoxaban,NHS County Durham CCG,84H,551477,24,1045.33
2018-03-01,Edoxaban,NHS Kent and Medway CCG,91Q,1883198,119,6410.48
2018-03-01,Edoxaban,NHS Surrey Heartlands CCG,92A,1087236,1471,80948.57
2018-03-01,Edoxaban,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",92G,934386,707,26109.44
2018-03-01,Edoxaban,NHS North Central London CCG,93C,1616243,253,9999.5
2018-03-01,Edoxaban,NHS East Sussex CCG,97R,554929,38,1783.81
2018-03-01,Edoxaban,NHS Liverpool CCG,99A,532638,313,13454.37
2018-03-01,Edoxaban,NHS North Tyneside CCG,99C,218844,35,1955.64
2018-03-01,Edoxaban,NHS Basildon and Brentwood CCG,99E,278674,109,5637.35
2018-03-01,Edoxaban,NHS Castle Point and Rochford CCG,99F,184981,41,2143.59
2018-03-01,Edoxaban,NHS Southend CCG,99G,188262,19,999.9
2018-03-01,Edoxaban,NHS North East London CCG,A3A8R,2173051,601,27014.82
2018-03-01,Edoxaban,NHS Coventry and Warwickshire CCG,B2M3M,991290,173,7568.96
2018-03-01,Edoxaban,NHS Black Country and West Birmingham CCG,D2P2L,1460557,259,13962.02
2018-03-01,Edoxaban,NHS Frimley CCG,D4U1Y,783070,138,7496.47
2018-03-01,Edoxaban,"NHS Hampshire, Southampton and Isle of Wight CCG",D9Y0V,1639786,877,42239.6
2018-03-01,Edoxaban,"NHS Bedfordshire, Luton and Milton Keynes CCG",M1J4Y,1006873,1029,47750.19
2018-03-01,Edoxaban,"NHS Shropshire, Telford and Wrekin CCG",M2L0M,495758,7,454.46
2018-03-01,Edoxaban,NHS North West London CCG,W2U3Z,2430412,118,5016.57
2018-03-01,Edoxaban,NHS Kirklees CCG,X2C4Y,442163,87,3537.42
