date,chemical,bnf_code,ods_code,gss_code,name,items,quantity,actual_cost,total_list_size
2020-10-01,Rivaroxaban,0208020Y0,15N,E38000230,NHS Devon ICB - 15N,16021,479348,800333.46,1250614
2020-10-01,Rivaroxaban,0208020Y0,16C,E38000247,NHS North East and North Cumbria ICB - 16C,5708,149173,247704.94,709076
2020-10-01,Rivaroxaban,0208020Y0,18C,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,5742,182112,300358.8,803655
2020-10-01,Rivaroxaban,0208020Y0,26A,E38000239,NHS Norfolk and Waveney ICB - 26A,6418,180660,300990,1069649
2020-10-01,Rivaroxaban,0208020Y0,27D,E38000233,NHS Cheshire and Merseyside ICB - 27D,3376,96418,160016.72,781844
2020-10-01,Rivaroxaban,0208020Y0,36J,E38000232,NHS West Yorkshire ICB - 36J,6767,186054,308829.79,643736
2020-10-01,Rivaroxaban,0208020Y0,36L,E38000245,NHS South West London ICB - 36L,8759,211427,352466.96,1711750
2020-10-01,Rivaroxaban,0208020Y0,42D,E38000241,NHS Humber and North Yorkshire ICB - 42D,5391,147457,246263.68,431386
2020-10-01,Rivaroxaban,0208020Y0,52R,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,9412,285243,475488.48,1104472
2020-10-01,Rivaroxaban,0208020Y0,70F,E38000248,NHS Sussex ICB - 70F,8035,270691,450317.03,906162
2020-10-01,Rivaroxaban,0208020Y0,71E,E38000238,NHS Lincolnshire ICB - 71E,6739,162492,270801.18,795076
2020-10-01,Rivaroxaban,0208020Y0,72Q,E38000244,NHS South East London ICB - 72Q,7794,245149,408795.3,2016421
2020-10-01,Rivaroxaban,0208020Y0,78H,E38000262,NHS Northamptonshire ICB - 78H,5568,146782,242410.37,797759
2020-10-01,Rivaroxaban,0208020Y0,84H,E38000234,NHS North East and North Cumbria ICB - 84H,5191,113593,188814.46,557218
2020-10-01,Rivaroxaban,0208020Y0,91Q,E38000237,NHS Kent and Medway ICB - 91Q,18128,555122,920039.8,1929550
2020-10-01,Rivaroxaban,0208020Y0,92A,E38000246,NHS Surrey Heartlands ICB - 92A,6022,220204,363548.58,1107131
2020-10-01,Rivaroxaban,0208020Y0,92G,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G",5793,163447,271543.04,960573
2020-10-01,Rivaroxaban,0208020Y0,93C,E38000240,NHS North Central London ICB - 93C,6405,200927,334051.87,1680405
2020-10-01,Rivaroxaban,0208020Y0,97R,E38000235,NHS Sussex ICB - 97R,6660,211875,351938.02,560879
2020-10-01,Rivaroxaban,0208020Y0,99A,E38000101,NHS Cheshire and Merseyside ICB - 99A,1228,35727,59541.82,550639
2020-10-01,Rivaroxaban,0208020Y0,99C,E38000127,NHS North East and North Cumbria ICB - 99C,1865,42119,69482.03,222609
2020-10-01,Rivaroxaban,0208020Y0,99E,E38000007,NHS Mid and South Essex ICB - 99E,1752,58226,96352.75,284285
2020-10-01,Rivaroxaban,0208020Y0,99F,E38000030,NHS Mid and South Essex ICB - 99F,1411,50986,84382.36,185921
2020-10-01,Rivaroxaban,0208020Y0,99G,E38000168,NHS Mid and South Essex ICB - 99G,1236,42601,70335.67,189975
2020-10-01,Rivaroxaban,0208020Y0,A3A8R,E38000255,NHS North East London ICB - A3A8R,7511,210640,349881.99,2265329
2020-10-01,Rivaroxaban,0208020Y0,B2M3M,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,6222,178320,295990.4,1025176
2020-10-01,Rivaroxaban,0208020Y0,D2P2L,E38000259,NHS Black Country ICB - D2P2L,11393,381506,627740.36,1273204
2020-10-01,Rivaroxaban,0208020Y0,D4U1Y,E38000252,NHS Frimley ICB - D4U1Y,2723,95673,156306.31,802770
2020-10-01,Rivaroxaban,0208020Y0,D9Y0V,E38000253,NHS Hampshire and Isle of Wight ICB - D9Y0V,10404,361039,599825.71,1665310
2020-10-01,Rivaroxaban,0208020Y0,M1J4Y,E38000249,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y",1528,50995,83467.22,1041945
2020-10-01,Rivaroxaban,0208020Y0,M2L0M,E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",3241,110051,181806.72,509615
2020-10-01,Rivaroxaban,0208020Y0,W2U3Z,E38000256,NHS North West London ICB - W2U3Z,11416,290645,478444.13,2615650
2020-10-01,Rivaroxaban,0208020Y0,X2C4Y,E38000254,NHS West Yorkshire ICB - X2C4Y,2533,72740,120977.95,446623
2020-11-01,Rivaroxaban,0208020Y0,00L,E38000130,NHS North East and North Cumbria ICB - 00L,3487,84827,141452.6,329887
2020-11-01,Rivaroxaban,0208020Y0,00N,E38000163,NHS North East and North Cumbria ICB - 00N,1697,36939,61912.65,158290
2020-11-01,Rivaroxaban,0208020Y0,00P,E38000176,NHS North East and North Cumbria ICB - 00P,2082,39381,65246.1,284075
2020-11-01,Rivaroxaban,0208020Y0,00Q,E38000014,NHS Lancashire and South Cumbria ICB - 00Q,1077,31833,52809.63,179053
2020-11-01,Rivaroxaban,0208020Y0,00R,E38000015,NHS Lancashire and South Cumbria ICB - 00R,517,12332,20433.03,175079
2020-11-01,Rivaroxaban,0208020Y0,00T,E38000016,NHS Greater Manchester ICB - 00T,1442,44431,73015.18,316233
2020-11-01,Rivaroxaban,0208020Y0,00V,E38000024,NHS Greater Manchester ICB - 00V,447,14961,24470.88,207164
2020-11-01,Rivaroxaban,0208020Y0,00X,E38000034,NHS Lancashire and South Cumbria ICB - 00X,681,23127,38399.36,186460
2020-11-01,Rivaroxaban,0208020Y0,00Y,E38000135,NHS Greater Manchester ICB - 00Y,1135,35435,58570.42,260451
2020-11-01,Rivaroxaban,0208020Y0,01A,E38000050,NHS Lancashire and South Cumbria ICB - 01A,2690,76436,126994.15,389769
2020-11-01,Rivaroxaban,0208020Y0,01D,E38000080,NHS Greater Manchester ICB - 01D,613,20814,33876.7,238851
2020-11-01,Rivaroxaban,0208020Y0,01E,E38000227,NHS Lancashire and South Cumbria ICB - 01E,1067,31173,51968.57,215439
2020-11-01,Rivaroxaban,0208020Y0,01F,E38000068,NHS Cheshire and Merseyside ICB - 01F,319,10404,17426.33,133732
2020-11-01,Rivaroxaban,0208020Y0,01G,E38000143,NHS Greater Manchester ICB - 01G,1933,45571,75060.45,286461
2020-11-01,Rivaroxaban,0208020Y0,01H,E38000215,NHS North East and North Cumbria ICB - 01H,2576,73419,122692.4,326277
2020-11-01,Rivaroxaban,0208020Y0,01J,E38000091,NHS Cheshire and Merseyside ICB - 01J,516,15563,24427.79,168037
2020-11-01,Rivaroxaban,0208020Y0,01K,E38000228,NHS Lancashire and South Cumbria ICB - 01K,4000,114308,190822.96,351880
2020-11-01,Rivaroxaban,0208020Y0,01T,E38000161,NHS Cheshire and Merseyside ICB - 01T,383,10640,17683.93,156618
2020-11-01,Rivaroxaban,0208020Y0,01V,E38000170,NHS Cheshire and Merseyside ICB - 01V,278,7902,13168.23,125344
2020-11-01,Rivaroxaban,0208020Y0,01W,E38000174,NHS Greater Manchester ICB - 01W,2201,64229,106792.77,317017
2020-11-01,Rivaroxaban,0208020Y0,01X,E38000172,NHS Cheshire and Merseyside ICB - 01X,604,18372,30631.68,198840
2020-11-01,Rivaroxaban,0208020Y0,01Y,E38000263,NHS Greater Manchester ICB - 01Y,1811,54989,91114.35,218290
2020-11-01,Rivaroxaban,0208020Y0,02A,E38000187,NHS Greater Manchester ICB - 02A,1563,36711,60873.59,243475
2020-11-01,Rivaroxaban,0208020Y0,02E,E38000194,NHS Cheshire and Merseyside ICB - 02E,384,12940,21393.17,220515
2020-11-01,Rivaroxaban,0208020Y0,02G,E38000200,NHS Lancashire and South Cumbria ICB - 02G,279,9119,15275.07,113761
2020-11-01,Rivaroxaban,0208020Y0,02H,E38000205,NHS Greater Manchester ICB - 02H,1452,49040,81474.41,333897
2020-11-01,Rivaroxaban,0208020Y0,02M,E38000226,NHS Lancashire and South Cumbria ICB - 02M,948,24226,40494.25,179703
2020-11-01,Rivaroxaban,0208020Y0,02P,E38000006,NHS South Yorkshire ICB - 02P,1252,26754,44533.27,264217
2020-11-01,Rivaroxaban,0208020Y0,02Q,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,733,19156,31977.01,119714
2020-11-01,Rivaroxaban,0208020Y0,02T,E38000025,NHS West Yorkshire ICB - 02T,1645,39774,66548.29,221868
2020-11-01,Rivaroxaban,0208020Y0,02X,E38000044,NHS South Yorkshire ICB - 02X,1946,54299,90023.79,325836
2020-11-01,Rivaroxaban,0208020Y0,02Y,E38000052,NHS Humber and North Yorkshire ICB - 02Y,2544,71540,119354.46,307008
2020-11-01,Rivaroxaban,0208020Y0,03F,E38000085,NHS Humber and North Yorkshire ICB - 03F,1093,24758,41173.36,303204
2020-11-01,Rivaroxaban,0208020Y0,03H,E38000119,NHS Humber and North Yorkshire ICB - 03H,1556,39782,66335.98,170336
2020-11-01,Rivaroxaban,0208020Y0,03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,1599,40291,67011.8,181940
2020-11-01,Rivaroxaban,0208020Y0,03L,E38000141,NHS South Yorkshire ICB - 03L,1168,32682,54501.82,264716
2020-11-01,Rivaroxaban,0208020Y0,03N,E38000146,NHS South Yorkshire ICB - 03N,6825,172410,288253.37,617204
2020-11-01,Rivaroxaban,0208020Y0,03Q,E38000188,NHS Humber and North Yorkshire ICB - 03Q,1748,48307,80499.53,364969
2020-11-01,Rivaroxaban,0208020Y0,03R,E38000190,NHS West Yorkshire ICB - 03R,891,26400,43664.53,383621
2020-11-01,Rivaroxaban,0208020Y0,03W,E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",2007,60208,100803.24,341621
2020-11-01,Rivaroxaban,0208020Y0,04C,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",1078,30728,51474.26,420293
2020-11-01,Rivaroxaban,0208020Y0,04V,E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",2456,68620,114579.32,403417
2020-11-01,Rivaroxaban,0208020Y0,04Y,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,886,27793,45806.85,135197
2020-11-01,Rivaroxaban,0208020Y0,05D,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,519,15584,25868.24,145749
2020-11-01,Rivaroxaban,0208020Y0,05G,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,1016,29780,49462.41,218117
2020-11-01,Rivaroxaban,0208020Y0,05Q,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,1325,44586,73928.77,215540
2020-11-01,Rivaroxaban,0208020Y0,05V,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,837,23773,39545.32,150537
2020-11-01,Rivaroxaban,0208020Y0,05W,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,1076,29698,48756.31,296211
2020-11-01,Rivaroxaban,0208020Y0,06H,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,9272,240288,401552.04,990037
2020-11-01,Rivaroxaban,0208020Y0,06K,E38000049,NHS Hertfordshire and West Essex ICB - 06K,3909,94198,156289.05,611683
2020-11-01,Rivaroxaban,0208020Y0,06L,E38000086,NHS Suffolk and North East Essex ICB - 06L,3189,90218,149667.14,414355
2020-11-01,Rivaroxaban,0208020Y0,06N,E38000079,NHS Hertfordshire and West Essex ICB - 06N,2734,80318,133093.71,660745
2020-11-01,Rivaroxaban,0208020Y0,06Q,E38000106,NHS Mid and South Essex ICB - 06Q,2416,68028,112704.68,398855
2020-11-01,Rivaroxaban,0208020Y0,06T,E38000117,NHS Suffolk and North East Essex ICB - 06T,2486,68037,112227.53,360745
2020-11-01,Rivaroxaban,0208020Y0,07G,E38000185,NHS Mid and South Essex ICB - 07G,1150,34118,56185.46,182264
2020-11-01,Rivaroxaban,0208020Y0,07H,E38000197,NHS Hertfordshire and West Essex ICB - 07H,2537,67868,113275.51,320361
2020-11-01,Rivaroxaban,0208020Y0,07K,E38000204,NHS Suffolk and North East Essex ICB - 07K,2765,71038,118922.75,257856
2020-11-01,Rivaroxaban,0208020Y0,09D,E38000021,NHS Sussex ICB - 09D,2524,65646,109796.99,324753
2020-11-01,Rivaroxaban,0208020Y0,10Q,E38000136,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q",1925,53168,88108.13,777648
2020-11-01,Rivaroxaban,0208020Y0,10R,E38000137,NHS Hampshire and Isle of Wight ICB - 10R,958,28453,47431.74,230948
2020-11-01,Rivaroxaban,0208020Y0,11J,E38000045,NHS Dorset ICB - 11J,6393,206489,344433.17,809228
2020-11-01,Rivaroxaban,0208020Y0,11M,E38000062,NHS Gloucestershire ICB - 11M,13109,335334,561490.7,662647
2020-11-01,Rivaroxaban,0208020Y0,11N,E38000089,NHS Cornwall and the Isles of Scilly ICB - 11N,7144,203600,340082.74,588397
2020-11-01,Rivaroxaban,0208020Y0,11X,E38000150,NHS Somerset ICB - 11X,4985,171033,285924.99,585326
2020-11-01,Rivaroxaban,0208020Y0,12F,E38000208,NHS Cheshire and Merseyside ICB - 12F,1560,49757,83246.55,338089
2020-11-01,Rivaroxaban,0208020Y0,13T,E38000212,NHS North East and North Cumbria ICB - 13T,4681,96153,160506.29,533005
2020-11-01,Rivaroxaban,0208020Y0,14L,E38000217,NHS Greater Manchester ICB - 14L,2136,58497,96628.87,673249
2020-11-01,Rivaroxaban,0208020Y0,14Y,E38000223,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y",2310,81268,134009.29,571090
2020-11-01,Rivaroxaban,0208020Y0,15A,E38000221,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A",1525,46695,77815.05,556390
2020-11-01,Rivaroxaban,0208020Y0,15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire ICB - 15C",7705,226715,379438.53,1039837
2020-11-01,Rivaroxaban,0208020Y0,15E,E38000258,NHS Birmingham and Solihull ICB - 15E,4456,156427,257538.05,1551044
2020-11-01,Rivaroxaban,0208020Y0,15F,E38000225,NHS West Yorkshire ICB - 15F,4007,114774,189328.28,897314
2020-11-01,Rivaroxaban,0208020Y0,15M,E38000261,NHS Derby and Derbyshire ICB - 15M,6449,207150,345940.01,1097389
2020-11-01,Rivaroxaban,0208020Y0,15N,E38000230,NHS Devon ICB - 15N,15437,454517,759715.18,1251215
2020-11-01,Rivaroxaban,0208020Y0,16C,E38000247,NHS North East and North Cumbria ICB - 16C,5302,140067,233374.25,709224
2020-11-01,Rivaroxaban,0208020Y0,18C,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,5369,172538,284974.35,803961
2020-11-01,Rivaroxaban,0208020Y0,26A,E38000239,NHS Norfolk and Waveney ICB - 26A,6233,175154,292353.61,1070886
2020-11-01,Rivaroxaban,0208020Y0,27D,E38000233,NHS Cheshire and Merseyside ICB - 27D,3239,93445,155262.47,782292
2020-11-01,Rivaroxaban,0208020Y0,36J,E38000232,NHS West Yorkshire ICB - 36J,6597,180129,299986.13,644045
2020-11-01,Rivaroxaban,0208020Y0,36L,E38000245,NHS South West London ICB - 36L,8437,206742,344732.02,1711803
2020-11-01,Rivaroxaban,0208020Y0,42D,E38000241,NHS Humber and North Yorkshire ICB - 42D,5157,140426,234935.37,431468
2020-11-01,Rivaroxaban,0208020Y0,52R,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,8987,274889,458932.87,1105776
2020-11-01,Rivaroxaban,0208020Y0,70F,E38000248,NHS Sussex ICB - 70F,7718,264074,439715.54,906961
2020-11-01,Rivaroxaban,0208020Y0,71E,E38000238,NHS Lincolnshire ICB - 71E,6611,159499,266332.13,795885
2020-11-01,Rivaroxaban,0208020Y0,72Q,E38000244,NHS South East London ICB - 72Q,7560,238449,398378.73,2016529
2020-11-01,Rivaroxaban,0208020Y0,78H,E38000262,NHS Northamptonshire ICB - 78H,5464,144554,238836.17,798022
2020-11-01,Rivaroxaban,0208020Y0,84H,E38000234,NHS North East and North Cumbria ICB - 84H,5131,109317,182018.17,559574
2020-11-01,Rivaroxaban,0208020Y0,91Q,E38000237,NHS Kent and Medway ICB - 91Q,17278,532524,885307.42,1930983
2020-11-01,Rivaroxaban,0208020Y0,92A,E38000246,NHS Surrey Heartlands ICB - 92A,5701,210588,347945.75,1107293
2020-11-01,Rivaroxaban,0208020Y0,92G,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G",5499,157561,261730.34,961791
2020-11-01,Rivaroxaban,0208020Y0,93C,E38000240,NHS North Central London ICB - 93C,6249,196881,327751.38,1683357
2020-11-01,Rivaroxaban,0208020Y0,97R,E38000235,NHS Sussex ICB - 97R,6385,202709,337156.19,560553
2020-11-01,Rivaroxaban,0208020Y0,99A,E38000101,NHS Cheshire and Merseyside ICB - 99A,1148,34450,57568.76,552596
2020-11-01,Rivaroxaban,0208020Y0,99C,E38000127,NHS North East and North Cumbria ICB - 99C,1822,41699,69138.49,222607
2020-11-01,Rivaroxaban,0208020Y0,99E,E38000007,NHS Mid and South Essex ICB - 99E,1746,58676,97020.78,284087
2020-11-01,Rivaroxaban,0208020Y0,99F,E38000030,NHS Mid and South Essex ICB - 99F,1302,45702,75750.95,185810
2020-11-01,Rivaroxaban,0208020Y0,99G,E38000168,NHS Mid and South Essex ICB - 99G,1157,39392,64987.14,190013
2020-11-01,Rivaroxaban,0208020Y0,A3A8R,E38000255,NHS North East London ICB - A3A8R,7231,203145,338349.25,2267347
2020-11-01,Rivaroxaban,0208020Y0,B2M3M,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,6025,173098,287864.41,1026792
2020-11-01,Rivaroxaban,0208020Y0,D2P2L,E38000259,NHS Black Country ICB - D2P2L,10748,361667,596873.28,1273577
2020-11-01,Rivaroxaban,0208020Y0,D4U1Y,E38000252,NHS Frimley ICB - D4U1Y,2623,89872,148245.77,802800
2020-11-01,Rivaroxaban,0208020Y0,D9Y0V,E38000253,NHS Hampshire and Isle of Wight ICB - D9Y0V,10078,346217,575842.12,1666662
2020-11-01,Rivaroxaban,0208020Y0,M1J4Y,E38000249,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y",1483,49765,81156.61,1043762
2020-11-01,Rivaroxaban,0208020Y0,M2L0M,E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",3080,103361,171440.09,510245
2020-11-01,Rivaroxaban,0208020Y0,W2U3Z,E38000256,NHS North West London ICB - W2U3Z,10814,277876,457552.24,2623755
2020-11-01,Rivaroxaban,0208020Y0,X2C4Y,E38000254,NHS West Yorkshire ICB - X2C4Y,2301,66930,111762.38,446640
2020-12-01,Rivaroxaban,0208020Y0,00L,E38000130,NHS North East and North Cumbria ICB - 00L,3954,97667,162939.98,329990
2020-12-01,Rivaroxaban,0208020Y0,00N,E38000163,NHS North East and North Cumbria ICB - 00N,1832,41713,69885.6,158301
2020-12-01,Rivaroxaban,0208020Y0,00P,E38000176,NHS North East and North Cumbria ICB - 00P,2195,41801,69430.95,284094
2020-12-01,Rivaroxaban,0208020Y0,00Q,E38000014,NHS Lancashire and South Cumbria ICB - 00Q,1197,35775,59257.63,179050
2020-12-01,Rivaroxaban,0208020Y0,00R,E38000015,NHS Lancashire and South Cumbria ICB - 00R,573,14067,23228.76,174909
2020-12-01,Rivaroxaban,0208020Y0,00T,E38000016,NHS Greater Manchester ICB - 00T,1608,49911,81799.74,316474
2020-12-01,Rivaroxaban,0208020Y0,00V,E38000024,NHS Greater Manchester ICB - 00V,481,16419,26907.07,207024
2020-12-01,Rivaroxaban,0208020Y0,00X,E38000034,NHS Lancashire and South Cumbria ICB - 00X,784,26638,44229.78,186519
2020-12-01,Rivaroxaban,0208020Y0,00Y,E38000135,NHS Greater Manchester ICB - 00Y,1169,35787,58959.82,260465
2020-12-01,Rivaroxaban,0208020Y0,01A,E38000050,NHS Lancashire and South Cumbria ICB - 01A,2981,86067,143148.89,389926
2020-12-01,Rivaroxaban,0208020Y0,01D,E38000080,NHS Greater Manchester ICB - 01D,671,23701,38609.17,238988
2020-12-01,Rivaroxaban,0208020Y0,01E,E38000227,NHS Lancashire and South Cumbria ICB - 01E,1186,34402,57390.88,215706
2020-12-01,Rivaroxaban,0208020Y0,01F,E38000068,NHS Cheshire and Merseyside ICB - 01F,323,10422,17452.16,133847
2020-12-01,Rivaroxaban,0208020Y0,01G,E38000143,NHS Greater Manchester ICB - 01G,2261,54985,89925.62,286799
2020-12-01,Rivaroxaban,0208020Y0,01H,E38000215,NHS North East and North Cumbria ICB - 01H,2859,82566,137891.19,326237
2020-12-01,Rivaroxaban,0208020Y0,01J,E38000091,NHS Cheshire and Merseyside ICB - 01J,570,17355,26719.72,168132
2020-12-01,Rivaroxaban,0208020Y0,01K,E38000228,NHS Lancashire and South Cumbria ICB - 01K,4294,121295,202155.62,352085
2020-12-01,Rivaroxaban,0208020Y0,01T,E38000161,NHS Cheshire and Merseyside ICB - 01T,422,11948,19729.97,156593
2020-12-01,Rivaroxaban,0208020Y0,01V,E38000170,NHS Cheshire and Merseyside ICB - 01V,313,8661,14484.14,125415
2020-12-01,Rivaroxaban,0208020Y0,01W,E38000174,NHS Greater Manchester ICB - 01W,2362,69084,114442.57,317177
2020-12-01,Rivaroxaban,0208020Y0,01X,E38000172,NHS Cheshire and Merseyside ICB - 01X,630,18893,31545,198914
2020-12-01,Rivaroxaban,0208020Y0,01Y,E38000263,NHS Greater Manchester ICB - 01Y,2014,61136,101716.38,218243
2020-12-01,Rivaroxaban,0208020Y0,02A,E38000187,NHS Greater Manchester ICB - 02A,1715,43597,72414.52,243467
2020-12-01,Rivaroxaban,0208020Y0,02E,E38000194,NHS Cheshire and Merseyside ICB - 02E,433,14505,24055.48,220404
2020-12-01,Rivaroxaban,0208020Y0,02G,E38000200,NHS Lancashire and South Cumbria ICB - 02G,319,10122,16952.33,113738
2020-12-01,Rivaroxaban,0208020Y0,02H,E38000205,NHS Greater Manchester ICB - 02H,1539,53104,88260.25,333927
2020-12-01,Rivaroxaban,0208020Y0,02M,E38000226,NHS Lancashire and South Cumbria ICB - 02M,1016,26369,44073.04,179846
2020-12-01,Rivaroxaban,0208020Y0,02P,E38000006,NHS South Yorkshire ICB - 02P,1442,30373,50407.45,264281
2020-12-01,Rivaroxaban,0208020Y0,02Q,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,815,21340,35487.2,119820
2020-12-01,Rivaroxaban,0208020Y0,02T,E38000025,NHS West Yorkshire ICB - 02T,1784,44370,74229,221794
2020-12-01,Rivaroxaban,0208020Y0,02X,E38000044,NHS South Yorkshire ICB - 02X,2178,61369,101846.05,325892
2020-12-01,Rivaroxaban,0208020Y0,02Y,E38000052,NHS Humber and North Yorkshire ICB - 02Y,2681,75428,125814.68,307068
2020-12-01,Rivaroxaban,0208020Y0,03F,E38000085,NHS Humber and North Yorkshire ICB - 03F,1202,27688,45885,303096
2020-12-01,Rivaroxaban,0208020Y0,03H,E38000119,NHS Humber and North Yorkshire ICB - 03H,1624,41415,68915.22,170247
2020-12-01,Rivaroxaban,0208020Y0,03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,1740,44204,73372.22,182038
2020-12-01,Rivaroxaban,0208020Y0,03L,E38000141,NHS South Yorkshire ICB - 03L,1208,34148,56590.1,264654
2020-12-01,Rivaroxaban,0208020Y0,03N,E38000146,NHS South Yorkshire ICB - 03N,7329,184663,308800.33,617237
2020-12-01,Rivaroxaban,0208020Y0,03Q,E38000188,NHS Humber and North Yorkshire ICB - 03Q,1911,53298,88932.58,365593
2020-12-01,Rivaroxaban,0208020Y0,03R,E38000190,NHS West Yorkshire ICB - 03R,1016,29814,49561.49,383724
2020-12-01,Rivaroxaban,0208020Y0,03W,E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",2187,65120,108961.73,341990
2020-12-01,Rivaroxaban,0208020Y0,04C,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",1173,33514,56127.93,421126
2020-12-01,Rivaroxaban,0208020Y0,04V,E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",2613,73590,122694.02,403616
2020-12-01,Rivaroxaban,0208020Y0,04Y,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,963,30103,49935.12,135184
2020-12-01,Rivaroxaban,0208020Y0,05D,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,578,17497,28973.1,145961
2020-12-01,Rivaroxaban,0208020Y0,05G,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,1118,33105,54926.01,217916
2020-12-01,Rivaroxaban,0208020Y0,05Q,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,1397,46727,77090.12,215652
2020-12-01,Rivaroxaban,0208020Y0,05V,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,955,26353,43904.35,150625
2020-12-01,Rivaroxaban,0208020Y0,05W,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,1141,32478,53350.94,296293
2020-12-01,Rivaroxaban,0208020Y0,06H,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,9956,262853,439170,992018
2020-12-01,Rivaroxaban,0208020Y0,06K,E38000049,NHS Hertfordshire and West Essex ICB - 06K,4049,101320,167932.18,612208
2020-12-01,Rivaroxaban,0208020Y0,06L,E38000086,NHS Suffolk and North East Essex ICB - 06L,3493,98158,162610.82,414366
2020-12-01,Rivaroxaban,0208020Y0,06N,E38000079,NHS Hertfordshire and West Essex ICB - 06N,2959,86990,144290.78,660951
2020-12-01,Rivaroxaban,0208020Y0,06Q,E38000106,NHS Mid and South Essex ICB - 06Q,2371,67267,111357.16,399113
2020-12-01,Rivaroxaban,0208020Y0,06T,E38000117,NHS Suffolk and North East Essex ICB - 06T,2752,75580,124598.65,361059
2020-12-01,Rivaroxaban,0208020Y0,07G,E38000185,NHS Mid and South Essex ICB - 07G,1209,35373,58323.81,182443
2020-12-01,Rivaroxaban,0208020Y0,07H,E38000197,NHS Hertfordshire and West Essex ICB - 07H,2742,75388,125243,320615
2020-12-01,Rivaroxaban,0208020Y0,07K,E38000204,NHS Suffolk and North East Essex ICB - 07K,2945,75810,126792.97,258053
2020-12-01,Rivaroxaban,0208020Y0,09D,E38000021,NHS Sussex ICB - 09D,2669,66154,110613.55,324656
2020-12-01,Rivaroxaban,0208020Y0,10Q,E38000136,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q",2094,60129,99226.24,778272
2020-12-01,Rivaroxaban,0208020Y0,10R,E38000137,NHS Hampshire and Isle of Wight ICB - 10R,992,32853,54687.63,230932
2020-12-01,Rivaroxaban,0208020Y0,11J,E38000045,NHS Dorset ICB - 11J,6941,224512,374815.23,809661
2020-12-01,Rivaroxaban,0208020Y0,11M,E38000062,NHS Gloucestershire ICB - 11M,14250,371814,621952.67,663288
2020-12-01,Rivaroxaban,0208020Y0,11N,E38000089,NHS Cornwall and the Isles of Scilly ICB - 11N,7621,217564,363201.42,589395
2020-12-01,Rivaroxaban,0208020Y0,11X,E38000150,NHS Somerset ICB - 11X,5463,188541,314496.35,585695
2020-12-01,Rivaroxaban,0208020Y0,12F,E38000208,NHS Cheshire and Merseyside ICB - 12F,1739,56400,94304.68,338082
2020-12-01,Rivaroxaban,0208020Y0,13T,E38000212,NHS North East and North Cumbria ICB - 13T,4789,101980,170583.99,533071
2020-12-01,Rivaroxaban,0208020Y0,14L,E38000217,NHS Greater Manchester ICB - 14L,2308,60566,99717.5,674506
2020-12-01,Rivaroxaban,0208020Y0,14Y,E38000223,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y",2561,90195,148924.63,571316
2020-12-01,Rivaroxaban,0208020Y0,15A,E38000221,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A",1569,47683,79498.45,556904
